,y_test,prediction
6749,1926.1594,2765.2345249594564
4947,296.281,879.1254703169617
5237,4725.8484,3463.1150321968316
7595,6431.628,4445.901554963461
3302,894.8352,1108.6853306393168
5568,2492.7552,3007.485366000322
8062,2073.3012,1917.3520477105296
7902,5257.1568,3274.3939652562804
4737,1896.1984,1910.1893276449584
2242,984.7182,1961.9707718870577
5510,1597.92,2582.7406232680814
863,1707.777,1803.711727098004
6648,1159.8236,1529.0947620526747
760,5163.9448,2855.312129355594
6088,5946.9256,3420.1213198593005
6851,1278.336,1461.670486619975
2703,966.7416,1496.2958109922572
5412,3705.8428,2768.6491630990176
1940,796.2968,3151.6701772465094
2873,1657.842,1952.2575225548153
1985,1705.7796,3567.6141151160446
7236,7939.665,4194.278013815121
3063,3110.6176,3019.153180360063
8172,2396.88,2589.825887511979
5441,1695.1268,1122.072072284124
1751,6404.996,3844.8707106921156
6780,4566.7222,3800.6041737301894
4397,3466.1548,2928.6055243269384
900,143.147,426.62234824496977
2724,511.3344,654.6598887937369
393,916.1408,1733.4094680187561
2707,539.298,888.6242347985017
2735,2656.542,3006.1401447022545
3864,1733.7432,2452.661595252647
7059,155.1314,634.0555301623583
3429,3418.883,4130.389528883322
5031,527.3136,871.7064021303447
831,5976.2208,3984.091314710222
908,657.8104,809.6197740643431
3987,1342.2528,1362.7965556870777
420,291.6204,-280.94620731230634
2570,3643.2576,3072.640401053094
4218,1850.924,2796.6101102176026
5658,1272.3438,1260.3657259526944
5525,830.9184,1279.060025881267
194,5070.7328,4299.395643787123
290,569.259,1705.6402268041525
4713,602.549,1572.2077592620394
5856,3488.1262,1810.0022587706696
4045,3089.312,3143.549640035907
3426,2535.3664,2640.511532936084
6073,2326.971,2470.7918060175753
6351,1800.3232,3637.8504624996713
5971,808.947,865.516620108524
4665,2432.8332,2784.6987840954016
7308,1428.141,2136.0426907655847
7617,2625.9152,2944.675249363345
963,2157.192,1221.8832789382022
7309,193.082,-237.5800459444588
5117,2892.901,3765.68082649837
5953,3383.5956,1630.0507449776421
5857,3515.424,2942.0112769274774
2049,1328.271,2735.9289545721767
4655,94.5436,-1006.9440735434844
6674,125.8362,69.0364052091611
4958,5359.69,3650.332366820481
7077,736.3748,892.3428996946279
2212,2942.836,1689.1526560281352
6554,3775.086,2918.0957765410585
2851,466.06,1501.6077034209766
159,2471.4496,2445.807862733949
3152,885.514,2214.7976395201913
7350,3950.1914,3665.30054054439
2400,2336.958,2853.1807545473957
1912,860.2136,852.1445020036144
3614,1488.7288,1850.7718953297472
6682,2199.1374,3376.2308437918164
4411,1779.6834,2548.0521103707206
6534,1821.6288,1914.0877303908815
6468,282.2992,1992.154077216501
2311,231.6984,1169.4291703417953
4456,785.644,624.2145411548223
3353,628.5152,369.9174610604627
9,4710.535,3018.52363263159
5417,2045.3376,2833.2755622016584
1139,2399.5432,3751.8905432507627
4472,365.5242,43.0865478697383
2884,3020.0688,3466.157545655833
1314,739.038,1180.1795042969786
3345,857.5504,1742.1821782471195
227,153.134,586.7280950274996
7240,916.1408,1002.1860632289614
3904,2446.815,2664.57050409177
3586,99.87,572.1124819238453
8209,3075.996,1661.5098566678905
634,2370.248,1879.2305699646433
8346,1596.5884,2535.9229901829103
7927,4837.7028,3699.0684373547583
747,2041.3428,2369.587263485523
8468,467.3916,1306.5098426608474
191,4745.8224,4260.963312294354
6672,2993.4368,3048.534138865016
6601,319.584,1699.3460087584447
1421,2375.5744,2408.979574121684
1461,3914.904,2932.468062247817
530,1960.781,1675.208867244694
5861,3364.9532,2790.658481963258
4291,517.3266,768.5380623786293
7924,276.9728,750.331759002157
7112,1278.336,2647.281442040049
1460,4247.804,3367.5128086065633
7205,3004.0896,2075.1250383961337
7890,2554.0088,1413.5782493703634
291,3866.9664,4188.241814633649
3197,3981.484,4680.849878216334
8488,2756.412,4351.16030187118
4348,2048.6666,1644.9494234499223
1352,2356.932,1877.534078800053
2529,5972.226,5042.159304543753
1710,6769.8544,4861.138335123649
2635,5470.8786,4059.5962998455043
4578,1384.864,1749.6161062739384
3363,3572.017,3591.4214623645385
6804,1597.92,2391.7286561176925
4222,3200.5006,4147.102340607593
6472,3202.498,3794.394702483736
4644,3235.788,1568.5697094506536
6179,555.2772,969.7499691226701
1861,2885.5772,3980.4696559189533
3598,218.3824,-1015.3406217422555
1523,5478.2024,5422.5317397463705
6404,4508.1318,3460.2414588758793
5820,1090.5804,776.1455147987438
48,2576.646,980.1792259988798
4583,743.0328,1978.5375427705
3791,968.739,3071.0817039862204
3635,759.012,2143.845978936004
321,4950.8888,3555.8474619355375
4724,3044.7034,2844.5902722103247
1819,1012.016,2054.544955396694
6306,1017.3424,2124.6614969269713
2306,3169.208,3052.93809510135
2355,4653.942,2459.0023184965285
4630,1151.1682,619.583710707328
1946,3448.844,2799.0603948203297
7712,1241.0512,2574.268471241059
5377,985.384,1621.1888121284462
2455,3506.7686,2579.284412489129
6888,203.7348,258.7728432424827
7579,1388.8588,1774.0389661591666
6224,761.0094,1419.3667212652715
4430,2684.5056,1823.8742233953592
8256,1358.232,2445.0856778194484
8086,3825.6868,3727.4753501880004
5357,5327.0658,3648.71468745164
840,1406.1696,1500.5081311214676
8078,5145.3024,3622.738397032518
6528,412.796,-553.5160638769519
6475,2277.036,1647.6570629765554
3013,735.709,1070.4877151960482
667,1325.6078,1897.757736709106
6193,3475.476,3085.9993585017564
1380,1575.2828,1755.8098460572076
4677,1186.4556,1879.6852944606942
4993,331.5684,1177.1315345450776
7957,894.8352,2299.538914096848
3553,731.0484,1981.9564857992164
3943,3327.6684,2713.094255033877
1469,2863.6058,2713.4303323921004
2436,908.817,2160.650631775139
3814,2649.884,4234.186660157082
1216,1303.6364,1817.5231757229722
4031,221.7114,-616.411094975172
5056,1805.6496,1279.4566913336398
8108,1731.08,1357.0797297067315
5007,2302.3364,1995.7912101518905
3114,459.402,1784.430100630272
3615,460.7336,3639.0253781550346
4003,1810.976,2093.5840985382356
5668,2530.04,3886.826490269431
2252,283.6308,482.74863107748934
5814,283.6308,1593.0758220731102
1748,2406.867,2648.755777428104
133,101.2016,-213.52182188010966
1785,3171.8712,3851.0650055732476
1238,3559.3668,3195.0150004155184
8240,882.185,603.1838063498734
7789,838.908,737.6732686756982
5548,2956.152,2975.5702309176777
1957,3067.3406,2939.7246328930833
1453,3731.809,3236.0253716673524
2182,1113.2176,1629.061917514216
8081,1872.2296,1290.0175640219295
7416,185.0924,-393.065455832477
5682,1701.7848,2919.823886575855
4651,2048.6666,2013.0893019384737
3682,2556.672,3384.9290075722856
8303,5313.7498,3587.134817351586
1398,5191.2426,3560.8840736030434
8185,1084.5882,1961.0078816471255
4016,596.5568,526.5942359721378
2078,1022.6688,994.3181986357197
124,866.8716,1093.1628074399432
6202,1549.9824,3110.4434600336053
2826,995.371,3192.2795149712592
2044,805.618,656.5949158992228
3136,3858.9768,2926.9476431308276
4162,2992.771,1679.756106173696
4389,89.883,-434.5260640636184
1868,1244.3802,2815.2658826270235
3657,2739.1012,1892.0578115085546
2738,1861.5768,2410.992733043776
5679,2596.62,3086.3935817069605
7271,1298.31,2284.0326870494328
8505,2117.244,3065.575305497616
5191,1301.639,1218.0096855005004
6811,75.9012,-339.9534220409914
3733,569.259,4304.184148398559
6958,466.06,396.9615593400113
5186,2799.689,1642.4514925222506
976,474.0496,47.66314349354707
4749,908.1512,1369.9969093065185
2916,2536.698,2787.903108792757
5020,619.8598,1438.3229425058207
2149,1537.998,1290.9820678706617
7226,579.246,1648.8620185048906
7980,171.7764,-353.6404897256982
185,1012.016,1365.5960033707297
843,2896.23,1698.6600501970531
1815,1977.426,3128.7132225371306
3908,1304.968,1494.3935998134616
5045,593.2278,3153.224746090985
5695,1436.7964,1172.236160297111
7193,2037.348,1755.1979281485376
3872,2556.672,2811.9189854070473
8206,360.8636,1039.9975457119556
1051,1810.976,3143.055766070105
4812,91.8804,-1021.9635150936776
4721,1145.176,2323.4460164691113
6365,1677.816,1800.3533021579215
6208,183.7608,-433.7933343509919
3435,5069.4012,3030.5647770978358
3071,3691.1952,2799.719749391682
4382,889.5088,1604.0110934397678
2164,910.8144,2107.024614337387
5526,329.571,17.975342094537837
5344,135.8232,-1247.9162975549857
7995,4037.4112,3711.958024822422
5651,1340.2554,1907.9169837142238
2272,1478.076,796.2603070183975
2846,492.692,3533.4975486025996
475,1193.1136,1313.2494603530308
5537,690.4346,690.0665565235499
8403,3984.1472,2539.9836377011898
6030,2390.8878,1887.0893095652623
7948,2848.2924,2300.843000297169
4586,2053.3272,2727.5480846775945
8171,222.3772,1870.3614251271217
597,5770.4886,3350.302091364282
3432,88.5514,-461.42131623262253
4141,5000.8238,4057.973927044186
8458,452.744,1763.2417216208917
1246,1619.2256,1633.3565766560848
3220,2530.7058,1883.891128122362
1387,1989.4104,1949.8182355267502
2938,798.96,1648.727736308754
1167,1737.738,1576.8421521922276
6810,3589.9936,3425.8475752638506
6470,4152.5946,3102.7580737686694
3200,2040.0112,3990.322620061812
1995,732.38,705.2265313736198
5983,1627.881,1809.9997262291974
6328,1310.2944,1761.3015612031963
6610,758.3462,820.8330147125426
153,898.83,1858.4047463922764
4706,4306.3944,3095.2202251371255
8218,3825.6868,2475.9846117423067
1761,2841.6344,2149.0232812342897
3701,1970.768,1445.3779454317885
275,7298.4996,4167.676232921504
4991,8508.924,3842.27302350804
143,2676.516,2830.2661948279283
5743,4807.076,3973.603439391255
6701,1298.31,1616.4065591254994
3431,679.116,1059.6508857206882
5876,219.714,36.73662561317292
7560,7322.4684,3008.61247491374
7983,2552.6772,2204.625332670291
5984,143.8128,833.7350038041737
2717,4063.3774,3854.3540113385134
4880,335.5632,603.1516638501068
3164,455.4072,1788.895150764846
7306,1062.6168,641.7217874596229
4390,683.1108,1775.3963330055342
7985,2916.204,2437.4785996009696
7611,1290.9862,2589.241948400623
272,1929.4884,1376.317227785067
2648,6306.4576,4581.881206239679
875,2808.3444,2314.9625974836836
3098,9467.676,5644.607332763959
1926,2167.8448,3092.588938613976
6798,175.7712,-328.39690203000237
4166,1904.188,1527.5496982911716
7025,6076.0908,3805.1887969212985
5114,351.5424,811.3890706330944
6339,976.7286,1736.7929420149514
2243,2037.348,3674.088461322156
3662,3621.2862,2606.418196181952
2406,3243.7776,1861.1299599018607
8228,1813.6392,2436.076127136417
2460,2187.153,2231.14204781816
6467,2603.278,2512.1075524056614
7332,431.4384,596.057067602618
7225,4194.54,3255.1477625256084
7809,1342.2528,1801.7472225285017
6204,677.1186,1774.0192652115768
5430,1576.6144,3139.646444051158
3563,801.6232,926.9436752393478
6596,1705.1138,2233.5064515448203
1433,843.5686,1938.3453957606641
6153,2067.309,2869.1168946256857
751,3435.528,2742.0405650994735
6051,5779.144,3821.9543944278985
1916,2181.1608,1673.9490675187865
3652,2940.1728,2921.756780986344
8243,2362.9242,2842.6962109519436
1008,1334.2632,1704.7776873092894
3617,591.2304,810.7862810017778
2393,1168.479,972.4959175800326
472,8114.7704,4410.811391784066
5094,894.8352,782.272608286517
4838,509.337,1812.7248441423828
4774,2283.0282,3964.940057867636
2036,1911.5118,2748.3158611748277
2545,739.038,1923.5750033142044
8280,4326.3684,3493.4808058736753
4945,1403.5064,1273.7638393233774
3169,1488.7288,1530.0498018326202
4500,1332.2658,988.2251203174022
2017,756.3488,1398.2632251231223
7710,255.6672,370.0593497698047
3885,343.5528,942.9492116823303
439,3600.6464,3377.7445610690565
263,5359.69,3708.8795428453395
7319,3316.3498,3115.761573024898
5092,229.701,-633.988618767464
7321,1651.184,2673.5661468734825
893,729.051,2338.9576388936875
1479,4492.8184,2244.35276706899
1129,174.4396,-436.4630934297743
7379,555.2772,1086.1761500680611
6809,4731.1748,4019.6877375633376
8270,1937.478,2751.4630010700375
2971,1757.712,1342.9632356386278
2402,3756.4436,3798.6130358018618
2247,5105.3544,2991.988086016034
121,2085.9514,2415.3803705816445
818,322.2472,1300.9488615903933
4700,2759.0752,2831.808276659912
4448,181.0976,761.9931950266387
4346,9251.9568,5511.636383376491
1906,4916.933,3690.6316112110044
7097,3635.268,2281.321262163304
6318,253.004,509.9245170298945
5768,2708.4744,2504.4967964061852
1457,2826.321,3106.6379026100785
6580,3803.0496,2440.015417559852
4658,543.2928,756.7704339596273
7592,6066.7696,4273.515526337402
8191,1286.3256,876.0464261157656
2150,1687.1372,1960.200130554502
496,2348.9424,3034.1150257035542
7422,868.869,1527.3028535421631
2646,3282.394,1685.1643229903777
735,1751.054,2819.3483200325636
7360,2748.4224,3658.9409357553686
2456,3560.6984,1669.9945571748412
4799,454.0756,806.695525427268
5566,986.7156,921.7718048961366
5988,2217.114,3524.8926040464967
6143,787.6414,1807.6801366567977
2608,1949.4624,1961.7254018328779
6023,1492.0578,860.2838996258707
3192,387.4956,1212.3486757560538
812,3617.9572,2544.4180103958906
5806,622.523,2044.23508686821
1775,2748.4224,2431.1401667885793
146,6301.1312,3436.4284066678065
3669,1312.9576,1258.2525825055302
206,780.9834,777.3594348997774
1294,5382.993,4036.756399419158
3719,1038.648,1520.2265604902689
2103,5768.4912,3821.661773879139
2876,885.514,1081.7891064068351
3699,415.4592,984.6393516858977
5358,4288.4178,3591.1651214772946
4762,2024.032,1689.6138665936385
6266,89.2172,-1146.0470378888929
3689,671.1264,2143.1311749539545
8382,3103.9596,2260.624371357392
2670,1611.236,2616.7181718753072
240,6795.1548,3919.129152411838
579,1547.3192,1780.651012818839
6256,1771.028,1345.748044746794
698,761.0094,2092.203487529997
4490,402.809,1273.6176007392382
4279,1895.5326,2151.322631929198
142,2143.876,1711.703202519587
3263,3318.3472,3800.4288879820606
6924,1102.5648,1147.9229526675547
3501,5145.3024,3913.0138759162937
1856,2181.1608,1358.0303304668012
6548,447.4176,1021.4814303328267
3021,2721.7904,1590.7515623932154
7127,539.298,1728.026792021795
2372,3803.0496,2852.260772296215
4183,355.5372,1017.8352265651664
6137,3635.268,3888.0578081374224
6327,344.8844,829.4919936326457
7992,2440.8228,3031.247611679759
5418,4729.8432,2950.5551998750934
2465,4580.704,3693.2019246970885
991,9133.4444,5297.031233108649
6330,2143.876,1262.8031206128067
3054,142.4812,392.9801042051017
7439,2816.334,2502.8982539271437
3890,1561.9668,4319.086389925314
2636,2673.8528,2787.5227879935537
899,1725.7536,3399.824302353858
6010,1278.336,1662.02987022413
4426,1105.8938,1586.218258695527
1399,1808.9786,1590.776870777498
252,759.012,1080.1709159857298
7596,3735.8038,3414.744870258928
1839,363.5268,1020.8101413942181
718,2358.2636,2690.3317192669992
8235,551.2824,1076.6064642778222
5023,2546.685,1723.420352211554
2962,774.9912,2247.0916885634597
3860,639.168,973.62131633661
2131,115.8492,-10.220871585886243
6323,2410.196,3338.717825157678
6972,1944.136,3127.1398694555155
8519,549.285,1763.8502390689684
2535,8760.5964,4161.131761622945
5432,2852.2872,1715.2542963830886
7753,457.4046,422.08417293869365
8104,1470.0864,1997.5561089835323
3658,5093.37,3042.7416492336415
7037,539.298,1516.0445436263985
3942,4725.8484,2940.1538728151017
756,1061.951,1527.70832676798
1182,366.19,640.4458598117143
3233,1388.8588,1521.7520838400762
5216,2783.044,3404.160379193796
3998,529.311,1738.2282218132377
3757,8958.339,4626.491818585776
7465,2302.3364,2770.3615483178082
4480,3797.7232,2661.7863443467704
8149,202.4032,1708.317705883981
1843,1468.089,2587.137087815975
230,4769.1254,4040.1308421040712
2043,1637.868,1697.2455425902908
2994,3079.9908,2760.61381124557
6049,923.4646,463.05248818778233
5436,767.0016,829.6604725828498
5690,4869.6612,3377.0623656429943
7640,697.7584,1445.0839874860217
5796,5339.0502,2805.2121521289
8230,703.0848,797.0621365085624
6685,515.3292,946.1176890297766
731,1039.9796,788.7858828740723
7093,1037.3164,834.626266145222
1369,1985.4156,2156.9070852319596
4587,3159.8868,2367.4927784710317
2943,575.2512,1184.8707850994099
695,2488.7604,3274.7295539407223
7249,1829.6184,2117.796815252953
1670,255.0014,2104.3943915490463
5124,847.5634,2196.681514264206
4792,2444.8176,2595.114164200396
8094,116.515,56.506206351755964
1120,1482.0708,1659.437802660146
3822,1754.383,2427.2524872339873
3281,3440.8544,2809.3853587222347
6883,150.4708,-652.7463820990982
3027,5920.2936,2443.902411783827
7681,575.2512,838.5066933278993
5751,490.6946,591.9011183478126
7175,2293.681,2484.151370240389
1202,2233.0932,3474.2203229332854
6856,2526.711,3624.0350202544587
3170,663.1368,1502.5715516214618
4747,3263.7516,3452.82580166957
3542,5512.824,3918.706343888215
6886,8217.3036,5348.454521741058
113,4097.3332,3384.636666185461
5473,3846.9924,3342.8187841733425
4771,3057.3536,3280.6580408597065
2759,1540.6612,1819.9781847424733
7685,942.7728,3700.5336618093297
2936,1261.691,4098.454107869719
8451,3254.4304,3994.670214688922
6516,1937.478,2700.1541219238716
2909,905.488,938.9760014331471
3939,1151.1682,2606.832490780059
1696,254.3356,2198.523833506496
2063,1779.0176,1733.4955264801783
6603,958.752,1574.0728951525891
2228,969.4048,3892.1516390076094
3253,1231.73,2057.4853026698283
3378,1757.712,1853.9035174223993
4064,1989.4104,3510.8589219512824
6214,1410.8302,3235.166073703649
1043,7152.0236,4404.993847966387
1531,2043.3402,2398.84960836183
6065,3954.852,3101.0095946416795
12,1589.2646,2435.2141523455466
1564,6179.9556,2911.452969818307
6403,2106.5912,2385.6088465808807
1568,2173.1712,2066.3904054560053
4508,508.6712,1994.8189519732211
1982,1603.2464,1931.7048398882837
5765,4180.5582,2808.0757204038073
3519,2087.283,1795.9068875062726
2055,37.2848,-1171.1875556744478
1867,209.727,1373.3712462776914
6782,3020.0688,4037.213172031871
6736,1442.7886,1960.4614264292452
1567,3095.97,3318.0456623022765
5489,607.2096,1599.884974062558
8217,2726.451,2585.4001400369725
2521,4234.488,2892.242565023598
5342,2540.6928,3130.3030620061772
5101,219.0482,1655.7264662482933
6263,2808.3444,2309.4056983159944
4598,7150.692,5230.241036077033
1678,1277.0044,2630.8444448518057
7524,3295.71,2199.483079442204
3367,355.5372,1039.535342055512
4986,2306.997,1754.191092472426
7589,1960.1152,2019.257313151318
1086,4420.912,3481.8146366819246
6914,1340.2554,1986.5640198198562
1983,2709.806,1916.47430411704
806,2037.348,2355.9571161627846
4717,37.9506,-1158.526022488405
7754,1118.544,747.3231042502862
678,2870.9296,1884.1041882548182
1318,2864.2716,2585.3641978505157
6661,3111.9492,2638.990060573634
2193,1062.6168,2866.1134057348036
2310,2067.309,3575.645396551742
2229,4933.578,3570.8139595794273
6546,3139.9128,2836.8495205238723
7652,1062.6168,905.4573807880805
7811,4170.5712,2335.0061299631234
3865,175.7712,904.8795929553601
6191,3145.905,2926.616147751646
5584,5077.3908,2621.5401354977166
5388,4965.5364,3208.250033554442
1484,3848.324,3168.2256233735015
3585,1448.7808,2838.2379707426835
1520,1182.4608,2332.0344976224696
3518,4202.5296,4189.170099311907
5078,2796.36,3657.899054400694
4130,327.5736,696.5454787174019
4265,36.619,-1245.3523429455072
7294,1930.82,1637.1593433052428
6,343.5528,1003.4978026453697
4641,2221.1088,1477.709979840566
783,3364.9532,2883.6112699871564
3099,1618.5598,2004.3974969093022
8115,579.246,623.1643474905011
4625,3551.3772,3959.2672598742392
8,1076.5986,1617.3524187998846
7568,379.506,1070.0003260746764
5588,2854.9504,2820.1296755659514
1702,5326.4,2605.143136439381
2883,3113.2808,3559.5510860663835
517,372.848,356.81651012673495
5907,647.1576,851.419977673655
6644,50.6008,-971.1423474747169
993,2836.308,2314.9033130035887
1136,1012.016,2295.237473174787
3032,2458.1336,3008.5510121742236
3780,4604.6728,4286.71415034349
3931,1154.4972,3121.7492480915816
2702,347.5476,906.9221018478522
3498,6458.26,4100.336257321928
7329,1034.6532,1255.8956728539856
4532,479.376,761.193059026665
6226,5226.53,3328.2006337070316
3456,4133.2864,4153.423878740871
3018,155.1314,630.1995746395762
7216,745.696,653.0090786112385
1771,3078.6592,2899.371573579663
7998,109.857,12.312940149721953
4117,234.3616,60.01094125725035
4476,1797.66,1470.3439770518448
4860,722.393,1661.8375567004575
1700,7116.0704,5059.089653151644
3646,4258.4568,2610.423524834532
1001,703.0848,1936.8352166654317
7539,7017.532,5055.790521642473
5591,317.5866,775.5368470574417
371,384.8324,1353.5094548826812
5340,5049.4272,3351.0098452790844
826,5182.5872,2623.928946941809
2932,5715.2272,3193.545317987968
402,6911.004,3659.0667437910333
4463,2570.6538,3135.2555320364945
2196,459.402,428.10854864211245
3655,1928.1568,1580.0124016777281
2602,3006.087,2236.6684180206275
7856,6064.1064,4416.897828998075
7851,3528.74,2297.7943658145414
3594,1926.1594,2696.973709425145
1784,4138.6128,2383.987097946232
1160,3129.26,2242.3320088223327
7842,386.8298,856.383929800508
4821,2290.352,3590.403844223626
6760,1470.0864,1734.523764749202
1196,3661.9,3079.6910339182205
6297,2227.101,2324.7534855940467
5266,2073.967,2449.031873308708
220,1995.4026,903.405724264204
6211,539.298,723.7220430186592
3424,1174.4712,2769.96122694102
8080,3002.758,2394.9557363544545
3034,1655.1788,1238.2864261538068
4156,5238.5144,2929.6714298243605
364,182.4292,1024.6926274025861
7038,1030.6584,3260.918384801452
5665,4693.89,4519.733892568023
6992,1406.1696,1251.4829873115511
7881,469.389,615.3461928605027
1281,4264.449,2011.9012056083586
5757,484.7024,413.5766479652923
6040,110.5228,-946.1840439058271
130,7968.2944,4291.832210613128
302,5895.659,2610.645050036276
5855,3554.7062,3040.4737816262323
6166,406.138,716.8325953958949
1790,4111.9808,4077.284050174996
3471,2153.1972,1660.0951131656605
5807,804.2864,1285.5285184450213
4100,5141.3076,3075.908467817
235,2293.0152,4741.408709199202
4642,1225.072,1082.2869476906615
4314,5106.686,3145.0185891073706
1108,1606.5754,1386.7260100085252
1232,4845.0266,4030.462137732764
5221,3769.7596,2955.9705768448457
7257,5536.7928,3143.598008019975
862,2014.7108,1934.7948129558479
1361,2700.4848,3595.5991636670187
8318,316.9208,654.4713019051835
3937,1330.2684,2308.3351210559886
8247,1577.946,1788.1950322155615
4668,1382.2008,1975.2702785100244
1370,5954.2494,2986.3544419174505
7715,3301.0364,2861.3136083954005
6435,3563.3616,2344.421408369757
730,886.8456,897.7600201214675
555,1757.712,1364.8950093618816
7883,1270.3464,1687.8202405553418
4050,6114.7072,4412.28256592698
1774,3787.0704,4177.927016284193
5161,1534.0032,1600.7983127152963
7944,961.4152,829.3562968221249
4592,399.48,702.8595394200064
8126,3520.0846,3066.049945845997
3991,980.0576,2050.953674448445
3368,2257.062,2053.6142512965207
5990,1547.3192,4980.275486576069
910,727.0536,485.4931560759136
2293,8604.7992,3793.864081769546
1881,3415.554,2994.8022782934495
5014,425.4462,554.3411033283085
5852,3615.294,3939.255649007814
3631,5400.9696,3351.015483711739
2543,1230.3984,1554.6135657868897
1173,5404.9644,3573.52649556048
2731,525.982,1668.619468077408
1027,830.9184,887.7909972462605
5454,3094.6384,3129.896547125084
7587,1731.7458,1670.0338181991663
2171,4958.8784,4190.104448552935
443,2133.2232,1898.6386899197978
2378,3205.1612,3258.936211161569
84,3091.9752,4164.888259191841
3262,1544.656,1247.0032249126705
4121,633.8416,1479.4526521829478
729,5113.344,4001.44989146403
7728,1944.136,1557.940108927851
3073,6893.0274,3681.717627556056
5842,1014.6792,1088.8000053512135
5782,2117.244,2734.124103930022
2861,6048.793,4083.3969794275263
5153,4374.306,3854.4143505121865
1974,4548.0798,2670.54592852567
3358,2460.7968,1744.6108455645838
8117,1225.072,3884.551472513508
2728,171.7764,1604.5595016396971
281,6088.0752,3881.6601991999396
7177,1697.79,1568.2078578398007
1939,2277.036,1831.3716767964474
8001,4233.1564,3890.762098057763
2913,982.055,2873.1405796270137
8100,3775.086,3077.2771316064127
4174,126.502,1045.6876924418261
7829,5283.123,5118.716902229525
534,2684.5056,2364.6361127633736
6326,940.7754,1739.7240874386791
2048,849.5608,705.4419775297729
539,2719.793,2312.7731779951955
4372,2696.49,2421.8467859186085
1554,4153.9262,3909.8875115944165
1715,886.8456,432.10167820912966
7237,1125.8678,972.3448996665304
1551,2330.3,2634.277880319136
3572,2407.5328,2422.7953587152506
6397,1864.24,3710.729647683116
8252,1823.6262,2729.145178502603
1362,1581.9408,2009.7504977547399
4763,4207.856,4249.827571287558
7024,1422.1488,2496.742107662735
269,2516.724,2770.553078469964
661,7443.644,4089.1366859097225
7259,3483.4656,2346.538149990798
4375,2546.685,2506.5782389323485
5523,663.1368,1772.2970906975595
774,1331.6,2722.9442235434435
2999,2141.2128,2827.7548149299164
5976,447.4176,693.1259647024907
4008,1640.5312,2334.2101393287658
2995,5466.8838,5525.758362732175
2501,1904.188,3092.947737184085
5169,1701.7848,3035.3229020205017
5832,192.4162,1197.805817586144
5915,1264.3542,2245.6743055756074
2754,2163.85,1429.9329412067843
8431,848.895,999.5715585804722
4172,1629.8784,2556.08007701157
7612,36.619,-1275.2600860327968
2513,3119.9388,2347.1105248315416
6845,4804.4128,3470.6883707497373
6954,2450.144,2448.5062285174326
2235,1992.0736,1897.1647556315938
8254,1985.4156,2260.051345460339
2584,2402.2064,1711.015852832024
6048,2281.6966,1744.1324988472581
5255,4261.12,4825.660045081442
322,958.752,945.6051333776974
7272,2659.871,2529.9449250032803
4429,3739.1328,3642.043409627532
5606,447.4176,771.5120558691622
4890,1181.795,3392.1898891978362
3838,671.1264,996.5319819105247
3213,7247.233,4788.239595128198
5609,2406.2012,2882.5605044963586
2823,1887.543,3274.062292702951
7874,2732.4432,2321.6458226900477
3482,5500.8396,4066.992289067788
34,2085.2856,2625.016749817515
5087,1071.938,1433.9619063432042
2179,1053.2956,1163.5457187714128
3900,1444.1202,2356.320205389099
6556,202.4032,-136.68970921012146
2911,173.108,565.0628496256683
4422,1528.6768,3138.51217857373
4826,2165.1816,2936.1504026963958
7839,5073.396,3929.0644485392913
2318,168.4474,791.4132970194689
6997,312.926,592.4621205292358
6505,1917.504,4454.106288472901
6957,6231.888,2842.043628857522
3251,2745.0934,2264.309139468889
7713,316.9208,570.0179039430429
6751,1428.141,1518.8344353837526
861,126.502,-860.2775740698214
8242,605.878,1369.3208233445062
6447,2255.7304,2748.562025398536
2782,256.333,2242.863002024392
1189,1605.9096,3100.094677155408
4671,1599.9174,1043.2210756051882
6477,2822.992,2820.0280536329165
811,2868.9322,2973.793243934314
256,259.662,867.0774441705776
6754,1148.505,1681.2739627579328
2530,1641.8628,1490.2033366611072
3117,2746.425,1800.9925528591739
4244,982.7208,1692.8957664811446
4556,1854.9188,1857.5387285805575
6178,1182.4608,871.2796127586281
7172,3155.892,4047.050548969056
2652,1438.128,2892.6067714961846
3414,1549.3166,3414.88865006571
7507,2451.4756,2849.8075192790866
6560,5841.0634,3135.8803251581357
2431,2348.9424,2808.9898082211894
5150,107.8596,-1006.2273043645785
7709,2220.443,1315.9361253050574
260,4950.8888,3579.2041721616233
8113,6579.4356,3837.1983721520746
4209,175.7712,724.1925890125026
2329,719.064,1205.6570151107871
2756,679.116,547.5875781211439
2841,5851.0504,3201.89776682924
4309,2694.4926,2274.807175647208
5160,458.0704,1741.1329782767234
2033,1505.3738,1539.031022826236
4884,5635.3312,3859.743859952381
5283,1537.998,1686.8225441355048
4033,1771.028,1760.765705411747
2100,2343.616,3433.9406405988284
2606,467.3916,748.0519434105927
1487,2241.0828,3928.883406111183
5747,4379.6324,3213.8446583859504
5567,946.7676,1783.5494219538211
6805,882.185,934.2748059096575
5635,3661.9,3882.022074486751
758,4592.0226,5261.987194406367
3341,299.61,-911.0894892824629
1859,7504.2318,4488.006692445981
3731,515.3292,1510.4658238166026
6695,2061.3168,1275.756029362034
554,4916.2672,3105.4546279065808
6624,2626.581,2755.2524076196814
7247,1725.7536,2303.9888101818615
601,1565.9616,3049.6955653284513
1601,6574.775,4243.069789437237
2550,769.6648,2219.323543364745
